sre_c01.100A,LINF_010010100
sre_c36.620,LINF_360030000
sre_c36.630P,LINF_360030300
sre_c36.640,LINF_360030700
sre_c36.660R,LINF_360031200
sre_c36.670Q,LINF_360031450
sre_c36.680S,LINF_360031600
sre_c36.690S,LINF_360031900
sre_c36.700S,LINF_360031900
sre_c36.70C,LINF_360006450
sre_c36.720R,LINF_360032800
sre_c36.730,LINF_360032800
sre_c36.740,LINF_360033550
sre_c36.760,LINF_360033600
sre_c36.770T,LINF_360034350
sre_c36.780U,LINF_360035130
sre_c36.790U,LINF_360035400
sre_c36.810U,LINF_360036100
sre_c36.820,LINF_360036900
sre_c36.830,LINF_360040000
sre_c36.840,LINF_360041200
sre_c36.850,LINF_360043000
sre_c36.860,LINF_360044300
sre_c36.870V,LINF_360044900
sre_c36.890V,LINF_360047000
sre_c36.900,LINF_360048300
sre_c36.910W,LINF_360048500
sre_c36.920W,LINF_360049000
sre_c36.930W,LINF_360049000
sre_c36.940,LINF_360049750
sre_c36.950,LINF_360050000
sre_c36.960X,LINF_360050300
sre_c36.970X,LINF_360051300
sre_c36.980,LINF_360051800
sre_c36.990Y,LINF_360051850
sre_c02.170D,LINF_020012300
sre_c02.170D,LINF_020012400
sre_c03.60,LINF_030014000
sre_c03.60,LINF_030014050
sre_c05.120,LINF_050014900
sre_c05.120,LINF_050015000
sre_c05.150,LINF_050016150
sre_c05.150,LINF_050016200
sre_c05.160,LINF_050016500
sre_c05.160,LINF_050016550
sre_c05.160,LINF_050016600
sre_c06.190,LINF_060016800
sre_c06.190,LINF_060016900
sre_c06.270,LINF_060019150
sre_c06.270,LINF_060019200
sre_c07.10A,LINF_070004600
sre_c07.10A,LINF_070004700
sre_c07.190B,LINF_070013950
sre_c07.190B,LINF_070013975
sre_c08.130D,LINF_080011900
sre_c08.130D,LINF_080011950
sre_c08.190D,LINF_080012400
sre_c08.190D,LINF_080012450
sre_c08.320F,LINF_080016900
sre_c08.320F,LINF_080016950
sre_c08.330F,LINF_080017000
sre_c08.330F,LINF_080017100
sre_c08.350F,LINF_080017760
sre_c08.350F,LINF_080017800
sre_c09.10A,LINF_090004800
sre_c09.10A,LINF_090004900
sre_c09.160C,LINF_090017200
sre_c09.160C,LINF_090017300
sre_c10.80,LINF_100008300
sre_c10.80,LINF_100008350
sre_c11.130D,LINF_110010200
sre_c11.130D,LINF_110010300
sre_c11.130D,LINF_110010350
sre_c11.130D,LINF_110010400
sre_c11.90D,LINF_110009800
sre_c11.90D,LINF_110009900
sre_c11.90D,LINF_110010000
sre_c11.90D,LINF_110009710
sre_c12.260F,LINF_120012600
sre_c12.260F,LINF_120012700
sre_c12.280F,LINF_120013300
sre_c12.280F,LINF_120013400
sre_c12.300F,LINF_120013800
sre_c12.300F,LINF_120013900
sre_c12.310F,LINF_120014100-200
sre_c12.310F,LINF_120014300
sre_c12.320F,LINF_120014800
sre_c12.320F,LINF_120014900
sre_c14.420,LINF_140021425
sre_c14.420,LINF_140021450
sre_c15.200E,LINF_150019850
sre_c15.200E,LINF_150019900
sre_c16.260D,LINF_160017350
sre_c16.260D,LINF_160017400
sre_c17.20A,LINF_170007500
sre_c17.20A,LINF_170007600
sre_c17.230C,LINF_170012950
sre_c17.230C,LINF_170013000
sre_c17.30A,LINF_170007600
sre_c17.30A,LINF_170007700
sre_c17.370,LINF_170018800
sre_c17.370,LINF_170018900
sre_c17.40A,LINF_170007700
sre_c17.40A,LINF_170007800
sre_c17.470D,LINF_170021560
sre_c17.470D,LINF_170021600
sre_c17.50A,LINF_170007800
sre_c17.50A,LINF_170007850
sre_c17.90A,LINF_170008600
sre_c17.90A,LINF_170008650
sre_c18.200,LINF_180010950
sre_c18.200,LINF_180011000
sre_c18.240,LINF_180011850
sre_c18.240,LINF_180011900
sre_c18.550K,LINF_180022300
sre_c18.550K,LINF_180022400
sre_c19.380H,LINF_190018850
sre_c19.380H,LINF_190018900
sre_c19.400H,LINF_190019150
sre_c19.400H,LINF_190019200
sre_c19.430J,LINF_190019900
sre_c19.430J,LINF_190020000
sre_c21.10,LINF_210004800
sre_c21.10,LINF_210004900
sre_c21.220B,LINF_210018600
sre_c21.220B,LINF_210018850
sre_c21.270C,LINF_210022100
sre_c21.270C,LINF_210022200
sre_c22.10,LINF_220004900
sre_c22.10,LINF_220005000
sre_c22.350,LINF_220014000
sre_c22.350,LINF_220014100
sre_c22.60,LINF_220006550
sre_c22.60,LINF_220006600
sre_c23.290,LINF_230011900
sre_c23.290,LINF_230012000
sre_c23.510,LINF_230018050
sre_c23.510,LINF_230018100
sre_c25.410,LINF_250031900
sre_c25.410,LINF_250032100
sre_c26.360E,LINF_260024450
sre_c26.360E,LINF_260024500
sre_c26.370G,LINF_260024600
sre_c26.370G,LINF_260024700
sre_c26.450G,LINF_260029800-900
sre_c26.450G,LINF_260030000
sre_c27.10,LINF_270004800
sre_c27.10,LINF_270004900
sre_c27.270,LINF_270014300
sre_c27.270,LINF_270014350
sre_c27.670K,LINF_270024750
sre_c27.670K,LINF_270024800
sre_c27.800,LINF_270033800
sre_c27.800,LINF_270033830
sre_c29.100C,LINF_290006030
sre_c29.100C,LINF_290006060
sre_c29.10A,LINF_290004800
sre_c29.10A,LINF_290004900
sre_c29.110D,LINF_290006550
sre_c29.110D,LINF_290006600
sre_c29.30C,LINF_290005350
sre_c29.30C,LINF_290005400
sre_c29.380,LINF_290015950
sre_c29.380,LINF_290016000
sre_c29.50C,LINF_290005550
sre_c29.50C,LINF_290005600
sre_c30.30,LINF_300005950
sre_c30.30,LINF_300006000
sre_c30.350H,LINF_300021125
sre_c30.350H,LINF_300021150
sre_c30.900P,LINF_300040600
sre_c30.900P,LINF_300040700
sre_c30.910P,LINF_300040800
sre_c30.910P,LINF_300040900
sre_c31.1050A,LINF_310041000
sre_c31.1050A,LINF_310041030
sre_c31.320H,LINF_310019550
sre_c31.320H,LINF_310019600
sre_c31.420,LINF_310022700
sre_c31.420,LINF_310022750
sre_c31.480K,LINF_310025225
sre_c31.480K,LINF_310025250
sre_c31.500K,LINF_310025500
sre_c31.500K,LINF_310025550
sre_c31.80C,LINF_310009500
sre_c31.80C,LINF_310009600
sre_c32.10,LINF_320004700
sre_c32.10,LINF_320004800
sre_c34.10,LINF_340004800
sre_c34.10,LINF_340004900
sre_c34.1010B,LINF_340034300
sre_c34.1010B,LINF_340034400
sre_c34.1020R,LINF_340034400
sre_c34.1020R,LINF_340034450
sre_c34.1030R,LINF_340034500
sre_c34.1030R,LINF_340034550
sre_c34.1040R,LINF_340034600
sre_c34.1040R,LINF_340034650
sre_c34.1050R,LINF_340034700
sre_c34.1050R,LINF_340034760
sre_c34.1060R,LINF_340034800
sre_c34.1060R,LINF_340034850
sre_c34.1070R,LINF_340034900
sre_c34.1070R,LINF_340034950
sre_c34.1120,LINF_340036600
sre_c34.1120,LINF_340036650
sre_c34.1190U,LINF_340037800
sre_c34.1190U,LINF_340037850
sre_c34.120B,LINF_340010300
sre_c34.120B,LINF_340010350
sre_c34.130E,LINF_340010400
sre_c34.130E,LINF_340010500
sre_c34.140E,LINF_340010500
sre_c34.140E,LINF_340010600
sre_c34.150E,LINF_340010600
sre_c34.150E,LINF_340010650
sre_c34.1510,LINF_340052000
sre_c34.1510,LINF_340052050
sre_c34.230,LINF_340011730
sre_c34.230,LINF_340011760
sre_c34.340E,LINF_340015400
sre_c34.340E,LINF_340015425
sre_c34.350E,LINF_340015450
sre_c34.350E,LINF_340015475
sre_c34.360E,LINF_340015500
sre_c34.360E,LINF_340015550
sre_c34.370E,LINF_340015600
sre_c34.370E,LINF_340015650
sre_c34.380E,LINF_340015700
sre_c34.380E,LINF_340015750
sre_c34.390E,LINF_340015800
sre_c34.390E,LINF_340015850
sre_c34.40A,LINF_340005030
sre_c34.40A,LINF_340005060
sre_c34.460B,LINF_340017450
sre_c34.460B,LINF_340017475
sre_c34.590I,LINF_340024200
sre_c34.590I,LINF_340024300
sre_c34.590I,LINF_340024400
sre_c34.600I,LINF_340024600
sre_c34.600I,LINF_340024700
sre_c34.600I,LINF_340024800
sre_c35.10A,LINF_350005200
sre_c35.10A,LINF_350005300
sre_c35.130,LINF_350011900
sre_c35.130,LINF_350011950
sre_c35.20A,LINF_350005300
sre_c35.20A,LINF_350005400
sre_c35.270G,LINF_350016000
sre_c35.270G,LINF_350016050
sre_c35.280G,LINF_350016100
sre_c35.280G,LINF_350016150
sre_c35.570O,LINF_350028660
sre_c35.570O,LINF_350028700
sre_c35.620O,LINF_350029730
sre_c35.620O,LINF_350029760
sre_c36.1100,LINF_360058200
sre_c36.1100,LINF_360058300
sre_c36.1130,LINF_360058750
sre_c36.1130,LINF_360058800
sre_c36.750T,LINF_360033550
sre_c36.750T,LINF_360033600
sre_c01.110,LINF_010010350
sre_c02.10,LINF_020004900
sre_c02.150D,LINF_020011300
sre_c02.160,LINF_020012100
sre_c03.50A,LINF_030013100
sre_c03.70,LINF_030015100
sre_c04.20A,LINF_040005000
sre_c04.50A,LINF_040006000
sre_c05.10,LINF_050004600
sre_c05.140B,LINF_050015850
sre_c06.10,LINF_060004900
sre_c06.280,LINF_060019300
sre_c07.120D,LINF_070010160
sre_c07.20B,LINF_070004800
sre_c07.230E,LINF_070015100
sre_c07.240,LINF_070015150
sre_c07.320A,LINF_070018450
sre_c07.50C,LINF_070005800
sre_c08.10,LINF_080018475
sre_c08.150D,LINF_080012000
sre_c08.160D,LINF_080012100
sre_c08.170D,LINF_080012200
sre_c08.180D,LINF_080012300
sre_c08.210E,LINF_080012800
sre_c08.220E,LINF_080012850
sre_c08.230E,LINF_080012900
sre_c08.240E,LINF_080012950
sre_c08.50A,LINF_080007900
sre_c09.100,LINF_090010600
sre_c09.110,LINF_090012000
sre_c09.130C,LINF_090016500
sre_c09.320A,LINF_090023300
sre_c09.40D,LINF_090007700
sre_c09.90,LINF_090008800
sre_c10.180B,LINF_100009500
sre_c10.190D,LINF_100010050
sre_c10.430,LINF_100021300
sre_c11.100E,LINF_110009710
sre_c11.10A,LINF_110005000
sre_c11.120G,LINF_110009720
sre_c11.330H,LINF_110014500
sre_c11.340H,LINF_110014900
sre_c11.420A,LINF_110019725
sre_c12.110C,LINF_120008300
sre_c12.150,LINF_120010250
sre_c12.210,LINF_120010900
sre_c12.440,LINF_120017750
sre_c12.50B,LINF_120007000
sre_c12.70,LINF_120007960
sre_c13.10A,LINF_130004900
sre_c13.110D,LINF_130011000
sre_c13.150E,LINF_130012700
sre_c14.110B,LINF_140009100
sre_c14.320,LINF_140017650
sre_c14.390,LINF_140020450
sre_c14.400,LINF_140020550
sre_c14.50B,LINF_140008300
sre_c14.80B,LINF_140008850
sre_c14.90B,LINF_140008900
sre_c15.10,LINF_150004900
sre_c15.140C,LINF_150013950
sre_c16.10,LINF_160004900
sre_c16.280,LINF_160019700
sre_c16.390,LINF_160022925
sre_c17.110B,LINF_170010000
sre_c17.350D,LINF_170017750
sre_c17.360,LINF_170018600
sre_c17.480,LINF_170021700
sre_c17.500,LINF_170022300
sre_c18.130C,LINF_180009000
sre_c18.190D,LINF_180010900
sre_c18.260,LINF_180014600
sre_c18.290H,LINF_180015960
sre_c18.460K,LINF_180020050
sre_c18.510M,LINF_180021200
sre_c18.590,LINF_180022600
sre_c18.90C,LINF_180007650
sre_c19.200D,LINF_190014000
sre_c19.210D,LINF_190014200
sre_c19.230F,LINF_190015200
sre_c19.240,LINF_190015250
sre_c19.280G,LINF_190015900
sre_c19.390H,LINF_190019000
sre_c19.420F,LINF_190019700
sre_c19.470K,LINF_190020450
sre_c19.480J,LINF_190020600
sre_c19.540F,LINF_190021700
sre_c20.10,LINF_200004900
sre_c20.310F,LINF_200016760
sre_c20.330F,LINF_200017100
sre_c21.130A,LINF_210012830
sre_c21.230,LINF_210019560
sre_c21.430,LINF_210028800
sre_c22.20,LINF_220005030
sre_c22.380D,LINF_220014400
sre_c23.10,LINF_230004800
sre_c23.150E,LINF_230008400
sre_c23.20,LINF_230006900
sre_c23.210,LINF_230010500
sre_c23.220F,LINF_230010700
sre_c23.30A,LINF_230007000
sre_c23.310H,LINF_230013100
sre_c23.320G,LINF_230013100
sre_c23.590L,LINF_230020500
sre_c23.660N,LINF_230023600
sre_c23.670O,LINF_230023700
sre_c23.700O,LINF_230025500
sre_c23.730,LINF_230026600
sre_c24.180E,LINF_240012600
sre_c24.260F,LINF_240016930
sre_c24.310,LINF_240017900
sre_c24.430D,LINF_240021850
sre_c24.530K,LINF_240026650
sre_c24.90,LINF_240008400
sre_c25.210F,LINF_250019500
sre_c25.270G,LINF_250021260
sre_c26.230D,LINF_260019800
sre_c26.430H,LINF_260026160
sre_c26.460,LINF_260031000
sre_c26.560A,LINF_260033000
sre_c26.90,LINF_260009400
sre_c27.130A,LINF_270008800
sre_c27.170,LINF_270010160
sre_c27.500I,LINF_270020760
sre_c27.50A,LINF_270007050
sre_c27.510I,LINF_270020900
sre_c27.520I,LINF_270021100
sre_c27.590I,LINF_270023150
sre_c27.60A,LINF_270007250
sre_c27.640,LINF_270024500
sre_c27.730N,LINF_270027850
sre_c27.810,LINF_270033890
sre_c28.10,LINF_280004800
sre_c28.170,LINF_280016550
sre_c28.340F,LINF_280021800
sre_c28.420H,LINF_280027750
sre_c29.1080,LINF_290033100
sre_c29.1100Q,LINF_290034100
sre_c29.1110R,LINF_290035050
sre_c29.1140N,LINF_290035600
sre_c29.250D,LINF_290013350
sre_c29.320F,LINF_290014550
sre_c29.370H,LINF_290015600
sre_c29.440I,LINF_290019415
sre_c29.530,LINF_290020150
sre_c29.800M,LINF_290028200
sre_c30.1000,LINF_300043200
sre_c30.180D,LINF_300016000
sre_c30.270G,LINF_300019800
sre_c30.330I,LINF_300020100
sre_c30.50A,LINF_300008300
sre_c30.540H,LINF_300027250
sre_c31.10A,LINF_310004900
sre_c31.160E,LINF_310011400
sre_c31.170,LINF_310012600
sre_c31.340,LINF_310020200
sre_c31.430K,LINF_310022950
sre_c31.490M,LINF_310025275
sre_c31.550,LINF_310025900
sre_c31.610P,LINF_310027000
sre_c31.620Q,LINF_310027200
sre_c31.880U,LINF_310032300
sre_c31.890V,LINF_310032550
sre_c31.970V,LINF_310034650
sre_c31.980,LINF_310035150
sre_c32.120A,LINF_320007300
sre_c32.20,LINF_320005300
sre_c32.220C,LINF_320010130
sre_c32.270E,LINF_320012050
sre_c32.30A,LINF_320005400
sre_c32.320G,LINF_320014830
sre_c32.330G,LINF_320015100
sre_c32.630M,LINF_320026400
sre_c32.670M,LINF_320027300
sre_c32.80A,LINF_320006200
sre_c32.820S,LINF_320037070
sre_c32.910,LINF_320044000
sre_c33.10,LINF_330004900
sre_c33.130A,LINF_330008450
sre_c33.450,LINF_330020600
sre_c33.560I,LINF_330024550
sre_c33.60A,LINF_330007050
sre_c33.770N,LINF_330031900
sre_c33.850Q,LINF_330036500
sre_c33.930P,LINF_330038450
sre_c34.1230U,LINF_340038150
sre_c34.1310Y,LINF_340039300
sre_c34.1330Z,LINF_340039800
sre_c34.1520AC,LINF_340052300
sre_c34.210,LINF_340011200
sre_c34.220C,LINF_340011600
sre_c34.440,LINF_340017350
sre_c34.580H,LINF_340024100
sre_c34.610H,LINF_340024900
sre_c34.90B,LINF_340008000
sre_c35.1230,LINF_350055450
sre_c35.1390AC,LINF_350059400
sre_c35.140C,LINF_350012100
sre_c35.170C,LINF_350012900
sre_c35.250,LINF_350015200
sre_c35.300,LINF_350016200
sre_c35.310H,LINF_350016250
sre_c35.420F,LINF_350020150
sre_c35.470L,LINF_350022800
sre_c35.520N,LINF_350026000
sre_c35.80,LINF_350010400
sre_c35.860U,LINF_350040200
sre_c35.910V,LINF_350041200
sre_c36.10,LINF_360005000
sre_c36.1170,LINF_360060860
sre_c36.1460AK,LINF_360077250
sre_c36.1530AK,LINF_360079300
sre_c36.350J,LINF_360017400
sre_c36.370I,LINF_360018550
sre_c36.410L,LINF_360021150
sre_c36.550N,LINF_360026700
sre_c36.610P,LINF_360029950
sre_c36.650Q,LINF_360030800
sre_c36.710R,LINF_360032100
sre_c36.800U,LINF_360035560
sre_c36.880V,LINF_360045300
sre_c36.90C,LINF_360007500
